name,interests,nationality,age,cleaned_name,Mission.Role,Hobby Category,Recategorized Hobby Category,Hobby Category (Recategorized)
Eileen Collins,Astronautics,American,68.0,Eileen Collins,pilot,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits
Eileen Collins,Aviation,American,68.0,Eileen Collins,pilot,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Eileen Collins,Space exploration,American,68.0,Eileen Collins,pilot,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Eileen Collins,Astronautics,American,68.0,Eileen Collins,commander,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits
Eileen Collins,Aviation,American,68.0,Eileen Collins,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Eileen Collins,Space exploration,American,68.0,Eileen Collins,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Eileen Collins,Astronautics,American,68.0,Eileen Collins,commander,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits
Eileen Collins,Aviation,American,68.0,Eileen Collins,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Eileen Collins,Space exploration,American,68.0,Eileen Collins,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Ellen Ochoa,playing the flute,United States,67.0,Ellen Ochoa,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Ellen Ochoa,playing the flute,United States,67.0,Ellen Ochoa,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Ellen Ochoa,playing the flute,United States,67.0,Ellen Ochoa,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Ellen Ochoa,playing the flute,United States,67.0,Ellen Ochoa,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frank De Winne,football,Belgium,64.0,Frank De Winne,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Frank De Winne,small PC applications,Belgium,64.0,Frank De Winne,commander,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frank De Winne,gastronomy,Belgium,64.0,Frank De Winne,commander,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Frank De Winne,football,Belgium,64.0,Frank De Winne,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Frank De Winne,small PC applications,Belgium,64.0,Frank De Winne,commander,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frank De Winne,gastronomy,Belgium,64.0,Frank De Winne,commander,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Franklin Story Musgrave,chess,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,flying,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Franklin Story Musgrave,gardening,United States,90.0,Franklin Story Musgrave,msp,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Franklin Story Musgrave,literary criticism,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,poetry,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Franklin Story Musgrave,microcomputers,United States,90.0,Franklin Story Musgrave,msp,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,parachuting,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,photography,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Franklin Story Musgrave,reading,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,running,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Franklin Story Musgrave,scuba diving,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Franklin Story Musgrave,soaring,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,chess,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,flying,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Franklin Story Musgrave,gardening,United States,90.0,Franklin Story Musgrave,msp,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Franklin Story Musgrave,literary criticism,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,poetry,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Franklin Story Musgrave,microcomputers,United States,90.0,Franklin Story Musgrave,msp,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,parachuting,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,photography,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Franklin Story Musgrave,reading,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,running,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Franklin Story Musgrave,scuba diving,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Franklin Story Musgrave,soaring,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,chess,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,flying,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Franklin Story Musgrave,gardening,United States,90.0,Franklin Story Musgrave,msp,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Franklin Story Musgrave,literary criticism,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,poetry,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Franklin Story Musgrave,microcomputers,United States,90.0,Franklin Story Musgrave,msp,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,parachuting,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,photography,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Franklin Story Musgrave,reading,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,running,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Franklin Story Musgrave,scuba diving,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Franklin Story Musgrave,soaring,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,chess,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,flying,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Franklin Story Musgrave,gardening,United States,90.0,Franklin Story Musgrave,msp,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Franklin Story Musgrave,literary criticism,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,poetry,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Franklin Story Musgrave,microcomputers,United States,90.0,Franklin Story Musgrave,msp,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,parachuting,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,photography,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Franklin Story Musgrave,reading,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,running,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Franklin Story Musgrave,scuba diving,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Franklin Story Musgrave,soaring,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,chess,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,flying,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Franklin Story Musgrave,gardening,United States,90.0,Franklin Story Musgrave,msp,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Franklin Story Musgrave,literary criticism,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,poetry,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Franklin Story Musgrave,microcomputers,United States,90.0,Franklin Story Musgrave,msp,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,parachuting,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,photography,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Franklin Story Musgrave,reading,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,running,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Franklin Story Musgrave,scuba diving,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Franklin Story Musgrave,soaring,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,chess,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,flying,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Franklin Story Musgrave,gardening,United States,90.0,Franklin Story Musgrave,msp,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Franklin Story Musgrave,literary criticism,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,poetry,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Franklin Story Musgrave,microcomputers,United States,90.0,Franklin Story Musgrave,msp,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,parachuting,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Franklin Story Musgrave,photography,United States,90.0,Franklin Story Musgrave,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Franklin Story Musgrave,reading,United States,90.0,Franklin Story Musgrave,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Franklin Story Musgrave,running,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Franklin Story Musgrave,scuba diving,United States,90.0,Franklin Story Musgrave,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Franklin Story Musgrave,soaring,United States,90.0,Franklin Story Musgrave,msp,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,reading,United States,84.0,Frederick Gregory,pilot,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Frederick Gregory,boating,United States,84.0,Frederick Gregory,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,hiking,United States,84.0,Frederick Gregory,pilot,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Frederick Gregory,diving,United States,84.0,Frederick Gregory,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,biking,United States,84.0,Frederick Gregory,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Frederick Gregory,traveling,United States,84.0,Frederick Gregory,pilot,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,reading,United States,84.0,Frederick Gregory,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Frederick Gregory,boating,United States,84.0,Frederick Gregory,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,hiking,United States,84.0,Frederick Gregory,commander,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Frederick Gregory,diving,United States,84.0,Frederick Gregory,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,biking,United States,84.0,Frederick Gregory,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Frederick Gregory,traveling,United States,84.0,Frederick Gregory,commander,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,reading,United States,84.0,Frederick Gregory,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Frederick Gregory,boating,United States,84.0,Frederick Gregory,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,hiking,United States,84.0,Frederick Gregory,commander,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Frederick Gregory,diving,United States,84.0,Frederick Gregory,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Gregory,biking,United States,84.0,Frederick Gregory,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Frederick Gregory,traveling,United States,84.0,Frederick Gregory,commander,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Sturckow,flying,U.S.,64.0,Frederick Sturckow,pilot,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Frederick Sturckow,physical training,U.S.,64.0,Frederick Sturckow,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Sturckow,flying,U.S.,64.0,Frederick Sturckow,pilot,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Frederick Sturckow,physical training,U.S.,64.0,Frederick Sturckow,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Sturckow,flying,U.S.,64.0,Frederick Sturckow,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Frederick Sturckow,physical training,U.S.,64.0,Frederick Sturckow,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Frederick Sturckow,flying,U.S.,64.0,Frederick Sturckow,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Frederick Sturckow,physical training,U.S.,64.0,Frederick Sturckow,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,collecting stamps and space logos,Russia,66.0,Fyodor Yurchikhin,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,sports,Russia,66.0,Fyodor Yurchikhin,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Fyodor Yurchikhin,history of cosmonautics,Russia,66.0,Fyodor Yurchikhin,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,promotion of space,Russia,66.0,Fyodor Yurchikhin,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,reading history,Russia,66.0,Fyodor Yurchikhin,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Fyodor Yurchikhin,science fiction,Russia,66.0,Fyodor Yurchikhin,msp,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,the classics,Russia,66.0,Fyodor Yurchikhin,msp,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,collecting stamps and space logos,Russia,66.0,Fyodor Yurchikhin,flight engineer,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,sports,Russia,66.0,Fyodor Yurchikhin,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Fyodor Yurchikhin,history of cosmonautics,Russia,66.0,Fyodor Yurchikhin,flight engineer,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,promotion of space,Russia,66.0,Fyodor Yurchikhin,flight engineer,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,reading history,Russia,66.0,Fyodor Yurchikhin,flight engineer,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Fyodor Yurchikhin,science fiction,Russia,66.0,Fyodor Yurchikhin,flight engineer,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,the classics,Russia,66.0,Fyodor Yurchikhin,flight engineer,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,collecting stamps and space logos,Russia,66.0,Fyodor Yurchikhin,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,sports,Russia,66.0,Fyodor Yurchikhin,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Fyodor Yurchikhin,history of cosmonautics,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,promotion of space,Russia,66.0,Fyodor Yurchikhin,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,reading history,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Fyodor Yurchikhin,science fiction,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,the classics,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,collecting stamps and space logos,Russia,66.0,Fyodor Yurchikhin,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,sports,Russia,66.0,Fyodor Yurchikhin,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Fyodor Yurchikhin,history of cosmonautics,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,promotion of space,Russia,66.0,Fyodor Yurchikhin,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,reading history,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Fyodor Yurchikhin,science fiction,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,the classics,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,collecting stamps and space logos,Russia,66.0,Fyodor Yurchikhin,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,sports,Russia,66.0,Fyodor Yurchikhin,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Fyodor Yurchikhin,history of cosmonautics,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,promotion of space,Russia,66.0,Fyodor Yurchikhin,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Fyodor Yurchikhin,reading history,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Fyodor Yurchikhin,science fiction,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Fyodor Yurchikhin,the classics,Russia,66.0,Fyodor Yurchikhin,commander,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Gennady Padalka,theater,Russia,67.0,Gennady Padalka,commander,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Gennady Padalka,parachute sport,Russia,67.0,Gennady Padalka,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Gennady Padalka,diving,Russia,67.0,Gennady Padalka,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Gennady Padalka,theater,Russia,67.0,Gennady Padalka,commander,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Gennady Padalka,parachute sport,Russia,67.0,Gennady Padalka,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Gennady Padalka,diving,Russia,67.0,Gennady Padalka,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
